0	13	16.0	285.8249378135416	34.16325694724135	81.49082279517553	-952737.0231133442	1.3545905488588794	1.3534838961795366	-4388.658969777737	-4396.927204513253	1234.127649961285
0	13	315.0	221.41604367268025	43.59520777804112	59.94650328286506	-108260.11930668846	1.3545905488588794	1.3534838961795366	-4936.21244296368	-3912.5533635083116	1243.167538777881
0	13	116.0	140.04312482609652	157.8607625269936	23.021411894869768	-189683.49301538712	1.3545905488588794	1.3534838961795366	-3943.7916032931407	-3339.8146122646413	1226.4105255794732
0	13	249.0	9.915877527740182	-168.21872976990417	44.88212127460174	-107604.27694992616	1.3545905488588794	1.3534838961795366	-3441.8053143561187	-3629.801308046076	1218.8589630604351
0	13	60.0	120.01751465521819	89.8648014569676	22.518544957363005	-180118.2457010917	1.3545905488588794	1.3534838961795366	-4440.981616585438	-3049.740250088342	1241.646625173694
0	13	113.0	97.74488769970503	177.3274622658996	31.83948728854776	-39029.76310404264	1.3545905488588794	1.3534838961795366	-3440.9308184860524	-3053.634904889454	1230.1940055611462
0	13	55.0	94.9385581962996	139.31656860803034	19.96948308122263	-181819.15796216147	1.3545905488588794	1.3534838961795366	-3940.7708758853582	-2762.5953978298667	1229.630927694554
0	13	58.0	94.06927984828224	63.885198925896404	33.70365201017671	-120612.40139707863	1.3545905488588794	1.3534838961795366	-4940.240550130599	-2762.9152428632706	1251.9178730022488
0	13	57.0	84.45359800275307	91.8406546183301	21.876415746833374	-175299.10424442953	1.3545905488588794	1.3534838961795366	-4433.12267774766	-2478.6234535334543	1237.7964783614464
0	13	57.0	64.69694543356906	92.45970189963995	21.889798136296022	-182459.16348515832	1.3545905488588794	1.3534838961795366	-4439.609966989224	-1892.7121469242106	1244.0521661650816
0	13	44.0	60.05957645507897	153.42113585685715	22.215868189817424	-167028.70668246056	1.3545905488588794	1.3534838961795366	-3438.845292842321	-1895.2488370948238	1227.071659019418
0	13	79.0	57.10182940425066	120.91412385884188	19.16851911056479	-225628.290806919	1.3545905488588794	1.3534838961795366	-3943.8543146560837	-1606.9981792992792	1232.837023410638
0	13	52.0	49.976868801750676	144.26187357763908	20.689319891428376	-159999.8296132506	1.3545905488588794	1.3534838961795366	-3442.595464253174	-1320.7360510101307	1231.4814772386771
1	11	12.0	0.01704102793374623	33.53404914221158	83.91143477233925	-968398.9692891059	1.354590575563854	1.3534839095283968	-4388.658969777737	-4396.927204513253	1234.127649961285
1	11	272.0	233.74615683771992	44.242807223454065	59.92388825300401	-286956.56166829244	1.354590575563854	1.3534839095283968	-4936.21244296368	-3912.5533635083116	1243.167538777881
1	11	136.0	153.6280444160768	157.45208082454144	23.73206779207521	-224882.39429520452	1.354590575563854	1.3534839095283968	-3943.7916032931407	-3339.8146122646413	1226.4105255794732
1	11	321.0	144.62483619958584	-168.61578106614138	45.32800879612079	-129168.02174469153	1.354590575563854	1.3534839095283968	-3441.8053143561187	-3629.801308046076	1218.8589630604351
1	11	39.0	77.95845708656874	91.38038373305362	23.046304870694495	-153536.17791346155	1.354590575563854	1.3534839095283968	-4440.981616585438	-3049.740250088342	1241.646625173694
1	11	81.0	107.20884795747313	176.76779396789382	32.42391557808562	-135950.41016371385	1.354590575563854	1.3534839095283968	-3440.9308184860524	-3053.634904889454	1230.1940055611462
1	11	45.0	104.14692010484978	139.44572790030244	20.729444444406713	-188145.29625157602	1.354590575563854	1.3534839095283968	-3940.7708758853582	-2762.5953978298667	1229.630927694554
1	11	65.0	41.24166930709631	65.17999093697667	33.936603295636196	-138053.28298045177	1.354590575563854	1.3534839095283968	-4940.240550130599	-2762.9152428632706	1251.9178730022488
