0  14  1.29511e+06  0.00000e+00  9.92420e+00 -1.73314e+04 -8.71712e+03  2.00000e+04 -1.89189e+04  6.00624e+01  9.00328e+01
1  11  7.66032e+01  0.00000e+00 -4.38319e+03 -4.39881e+03  1.23412e+03  6.20989e+03  2.99767e+07  8.97243e+01  4.51019e+01
2  10  5.56809e+01  0.00000e+00 -4.38345e+03 -4.39848e+03  1.23409e+03  6.20985e+03  5.99560e+07  8.97240e+01  4.50981e+01
3  10  5.26404e+01  0.00000e+00 -4.38443e+03 -4.39690e+03  1.23412e+03  6.20942e+03  8.99353e+07  8.97243e+01  4.50814e+01
4  11  6.86530e+01  0.00000e+00 -4.38385e+03 -4.39960e+03  1.23416e+03  6.21092e+03  1.19915e+08  8.97247e+01  4.51027e+01
5  11  5.89118e+01  0.00000e+00 -4.38221e+03 -4.39813e+03  1.23411e+03  6.20872e+03  1.49894e+08  8.97241e+01  4.51039e+01
6  10  2.43961e+01  0.00000e+00 -4.38195e+03 -4.38829e+03  1.28106e+03  6.20152e+03  1.79873e+08  9.01577e+01  4.50414e+01
7  11  6.53212e+01  0.00000e+00 -4.38095e+03 -4.39111e+03  1.25958e+03  6.20279e+03  2.09852e+08  8.99592e+01  4.50664e+01
8  10  5.64828e+01  0.00000e+00 -4.38294e+03 -4.39807e+03  1.23411e+03  6.20920e+03  2.39832e+08  8.97242e+01  4.50987e+01
9  11  6.15829e+01  0.00000e+00 -4.38332e+03 -4.39848e+03  1.23411e+03  6.20976e+03  2.69811e+08  8.97243e+01  4.50989e+01
10  10  4.32832e+01  0.00000e+00 -4.38306e+03 -4.39839e+03  1.23410e+03  6.20951e+03  2.99790e+08  8.97241e+01  4.51000e+01
11  11  8.55224e+01  0.00000e+00 -4.38297e+03 -4.39928e+03  1.23408e+03  6.21007e+03  3.29769e+08  8.97239e+01  4.51064e+01
12  12  8.21157e+01  0.00000e+00 -4.38362e+03 -4.39915e+03  1.23415e+03  6.21043e+03  3.59749e+08  8.97246e+01  4.51013e+01
13   9  3.69096e+01  0.00000e+00 -4.38316e+03 -4.39921e+03  1.23411e+03  6.21016e+03  3.89728e+08  8.97242e+01  4.51048e+01
14  11  9.73984e+01  0.00000e+00 -4.38437e+03 -4.39748e+03  1.23410e+03  6.20978e+03  4.19707e+08  8.97241e+01  4.50855e+01
15   9  3.35730e+01  0.00000e+00 -4.38368e+03 -4.39786e+03  1.23416e+03  6.20957e+03  4.49686e+08  8.97246e+01  4.50925e+01
16  10  6.00547e+01  0.00000e+00 -4.38239e+03 -4.39828e+03  1.23411e+03  6.20896e+03  4.79666e+08  8.97242e+01  4.51037e+01
17   7  1.33763e+01  0.00000e+00 -4.38135e+03 -4.39390e+03  1.34062e+03  6.20552e+03  5.09645e+08  9.07075e+01  4.50819e+01
18  12  9.33127e+01  0.00000e+00 -4.38259e+03 -4.39924e+03  1.23413e+03  6.20977e+03  5.39624e+08  8.97244e+01  4.51086e+01
19  11  8.22010e+01  0.00000e+00 -4.38236e+03 -4.39953e+03  1.23412e+03  6.20982e+03  5.69603e+08  8.97243e+01  4.51121e+01
20  11  5.43650e+01  0.00000e+00 -4.38281e+03 -4.39864e+03  1.23412e+03  6.20950e+03  5.99583e+08  8.97243e+01  4.51033e+01
21   8  2.93505e+01  0.00000e+00 -4.38401e+03 -4.39761e+03  1.23412e+03  6.20962e+03  6.29562e+08  8.97243e+01  4.50888e+01
22  12  7.97036e+01  0.00000e+00 -4.38213e+03 -4.39967e+03  1.23412e+03  6.20975e+03  6.59541e+08  8.97243e+01  4.51144e+01
23   9  1.39558e+01  0.00000e+00 -4.38305e+03 -4.39759e+03  1.33333e+03  6.20925e+03  6.89520e+08  9.06398e+01  4.50949e+01
24  10  6.91797e+01  0.00000e+00 -4.38277e+03 -4.39843e+03  1.23411e+03  6.20933e+03  7.19500e+08  8.97242e+01  4.51022e+01
25  11  8.81707e+01  0.00000e+00 -4.38310e+03 -4.39894e+03  1.23413e+03  6.20992e+03  7.49479e+08  8.97244e+01  4.51034e+01
26  10  7.49551e+01  0.00000e+00 -4.38034e+03 -4.39166e+03  1.27585e+03  6.20276e+03  7.79458e+08  9.01094e+01  4.50739e+01
27  11  6.52963e+01  0.00000e+00 -4.38362e+03 -4.39750e+03  1.23411e+03  6.20927e+03  8.09437e+08  8.97242e+01  4.50906e+01
28  10  8.91847e+01  0.00000e+00 -4.38343e+03 -4.39887e+03  1.23415e+03  6.21010e+03  8.39417e+08  8.97246e+01  4.51007e+01
29  11  7.26768e+01  0.00000e+00 -4.38091e+03 -4.39304e+03  1.28124e+03  6.20415e+03  8.69396e+08  9.01592e+01  4.50792e+01
30  13  8.67928e+01  0.00000e+00 -4.38387e+03 -4.39888e+03  1.23412e+03  6.21042e+03  8.99375e+08  8.97243e+01  4.50979e+01
31  11  5.21348e+01  0.00000e+00 -4.38344e+03 -4.39965e+03  1.23414e+03  6.21066e+03  9.29354e+08  8.97245e+01  4.51057e+01
32   8  2.24120e+01  0.00000e+00 -4.38366e+03 -4.38594e+03  1.28558e+03  6.20108e+03  9.59334e+08  9.01994e+01  4.50149e+01
33  12  8.36793e+01  0.00000e+00 -4.38446e+03 -4.39790e+03  1.23413e+03  6.21015e+03  9.89313e+08  8.97244e+01  4.50877e+01
34  12  4.36422e+01  0.00000e+00 -4.38405e+03 -4.39904e+03  1.23416e+03  6.21066e+03  1.01929e+09  8.97247e+01  4.50978e+01
35   9  2.57753e+01  0.00000e+00 -4.37893e+03 -4.38611e+03  1.29634e+03  6.19791e+03  1.04927e+09  9.02990e+01  4.50469e+01
36  10  3.05717e+01  0.00000e+00 -4.38469e+03 -4.39835e+03  1.23450e+03  6.21062e+03  1.07925e+09  8.97278e+01  4.50891e+01
37  13  1.10665e+02  0.00000e+00 -4.38398e+03 -4.39787e+03  1.23417e+03  6.20979e+03  1.10923e+09  8.97247e+01  4.50906e+01
38  10  6.31636e+01  0.00000e+00 -4.38382e+03 -4.39691e+03  1.23414e+03  6.20899e+03  1.13921e+09  8.97245e+01  4.50854e+01
39   9  6.28279e+01  0.00000e+00 -4.38205e+03 -4.39890e+03  1.23416e+03  6.20915e+03  1.16919e+09  8.97246e+01  4.51100e+01
40  11  9.59186e+01  0.00000e+00 -4.38301e+03 -4.39969e+03  1.23413e+03  6.21039e+03  1.19917e+09  8.97244e+01  4.51088e+01
41  12  7.92644e+01  0.00000e+00 -4.38411e+03 -4.39899e+03  1.23419e+03  6.21067e+03  1.22915e+09  8.97250e+01  4.50970e+01
42  12  1.05516e+02  0.00000e+00 -4.38231e+03 -4.39953e+03  1.23415e+03  6.20978e+03  1.25913e+09  8.97246e+01  4.51123e+01
43  11  9.98865e+01  0.00000e+00 -4.38401e+03 -4.39756e+03  1.23418e+03  6.20959e+03  1.28911e+09  8.97248e+01  4.50884e+01
44  11  5.88387e+01  0.00000e+00 -4.38361e+03 -4.39817e+03  1.23415e+03  6.20974e+03  1.31908e+09  8.97246e+01  4.50950e+01
45  10  5.18109e+01  0.00000e+00 -4.38341e+03 -4.39775e+03  1.23420e+03  6.20929e+03  1.34906e+09  8.97251e+01  4.50936e+01
46  13  7.73969e+01  0.00000e+00 -4.38471e+03 -4.39702e+03  1.23420e+03  6.20970e+03  1.37904e+09  8.97250e+01  4.50803e+01
47  10  5.65497e+01  0.00000e+00 -4.38160e+03 -4.39980e+03  1.23416e+03  6.20947e+03  1.40902e+09  8.97246e+01  4.51187e+01
48  11  4.46821e+01  0.00000e+00 -4.38559e+03 -4.39626e+03  1.23418e+03  6.20978e+03  1.43900e+09  8.97248e+01  4.50696e+01
49   9  3.06897e+01  0.00000e+00 -4.38239e+03 -4.39253e+03  1.25768e+03  6.20481e+03  1.46898e+09  8.99417e+01  4.50662e+01
50  10  4.50859e+01  0.00000e+00 -4.38380e+03 -4.39744e+03  1.23414e+03  6.20935e+03  1.49896e+09  8.97245e+01  4.50890e+01
51  13  1.00080e+02  0.00000e+00 -4.38268e+03 -4.39900e+03  1.23418e+03  6.20967e+03  1.52894e+09  8.97249e+01  4.51065e+01
52  13  1.10284e+02  0.00000e+00 -4.38477e+03 -4.40018e+03  1.23576e+03  6.21197e+03  1.55892e+09  8.97395e+01  4.51005e+01
53   9  6.15007e+01  0.00000e+00 -4.38500e+03 -4.39576e+03  1.23421e+03  6.20901e+03  1.58890e+09  8.97251e+01  4.50702e+01
54  10  5.27448e+01  0.00000e+00 -4.38092e+03 -4.38764e+03  1.27492e+03  6.20032e+03  1.61888e+09  9.01009e+01  4.50439e+01
55  12  1.17873e+02  0.00000e+00 -4.38274e+03 -4.39870e+03  1.23420e+03  6.20950e+03  1.64886e+09  8.97250e+01  4.51041e+01
56  10  3.67174e+01  0.00000e+00 -4.38376e+03 -4.39065e+03  1.27128e+03  6.20445e+03  1.67884e+09  9.00672e+01  4.50450e+01
57  11  5.08725e+01  0.00000e+00 -4.38457e+03 -4.39695e+03  1.23419e+03  6.20955e+03  1.70881e+09  8.97250e+01  4.50808e+01
58  12  8.80904e+01  0.00000e+00 -4.38291e+03 -4.39756e+03  1.23416e+03  6.20882e+03  1.73879e+09  8.97247e+01  4.50956e+01
59   9  3.87715e+01  0.00000e+00 -4.38499e+03 -4.38631e+03  1.25322e+03  6.20226e+03  1.76877e+09  8.99005e+01  4.50086e+01
60  11  9.33775e+01  0.00000e+00 -4.38442e+03 -4.39745e+03  1.23418e+03  6.20980e+03  1.79875e+09  8.97249e+01  4.50850e+01
61  12  1.05404e+02  0.00000e+00 -4.38368e+03 -4.39914e+03  1.23419e+03  6.21047e+03  1.82873e+09  8.97250e+01  4.51009e+01
62  10  6.04288e+01  0.00000e+00 -4.38440e+03 -4.39696e+03  1.23415e+03  6.20944e+03  1.85871e+09  8.97246e+01  4.50820e+01
63   9  3.48620e+01  0.00000e+00 -4.38203e+03 -4.39019e+03  1.28291e+03  6.20292e+03  1.88869e+09  9.01746e+01  4.50533e+01
64  10  1.09213e+02  0.00000e+00 -4.38558e+03 -4.39715e+03  1.23419e+03  6.21040e+03  1.91867e+09  8.97250e+01  4.50754e+01
65   9  7.54499e+01  0.00000e+00 -4.38335e+03 -4.39602e+03  1.23421e+03  6.20803e+03  1.94865e+09  8.97250e+01  4.50826e+01
66  12  7.73486e+01  0.00000e+00 -4.38304e+03 -4.39848e+03  1.23419e+03  6.20956e+03  1.97863e+09  8.97250e+01  4.51007e+01
67  12  7.67249e+01  0.00000e+00 -4.38390e+03 -4.39706e+03  1.23422e+03  6.20915e+03  2.00861e+09  8.97252e+01  4.50859e+01
68  11  4.90782e+01  0.00000e+00 -4.38095e+03 -4.39194e+03  1.28299e+03  6.20340e+03  2.03859e+09  9.01754e+01  4.50718e+01
69  10  4.85971e+01  0.00000e+00 -4.38393e+03 -4.39727e+03  1.23424e+03  6.20933e+03  2.06857e+09  8.97254e+01  4.50871e+01
70  10  7.54887e+01  0.00000e+00 -4.38408e+03 -4.39893e+03  1.23424e+03  6.21060e+03  2.09855e+09  8.97255e+01  4.50969e+01
71  11  7.79977e+01  0.00000e+00 -4.38155e+03 -4.39189e+03  1.26436e+03  6.20376e+03  2.12852e+09  9.00034e+01  4.50675e+01
72  12  8.51688e+01  0.00000e+00 -4.38316e+03 -4.39823e+03  1.23418e+03  6.20946e+03  2.15850e+09  8.97249e+01  4.50983e+01
73  11  8.39322e+01  0.00000e+00 -4.38393e+03 -4.39929e+03  1.23432e+03  6.21076e+03  2.18848e+09  8.97262e+01  4.51002e+01
74  13  1.05341e+02  0.00000e+00 -4.38320e+03 -4.39963e+03  1.23417e+03  6.21048e+03  2.21846e+09  8.97248e+01  4.51072e+01
75   9  3.20075e+01  0.00000e+00 -4.38294e+03 -4.39317e+03  1.29397e+03  6.20572e+03  2.24844e+09  9.02767e+01  4.50668e+01
76  10  6.99188e+01  0.00000e+00 -4.38676e+03 -4.40478e+03  1.25058e+03  6.21658e+03  2.27842e+09  8.98763e+01  4.51174e+01
77  11  1.01109e+02  0.00000e+00 -4.38338e+03 -4.39892e+03  1.23421e+03  6.21010e+03  2.30840e+09  8.97252e+01  4.51014e+01
78  11  8.18660e+01  0.00000e+00 -4.38449e+03 -4.39653e+03  1.23420e+03  6.20919e+03  2.33838e+09  8.97250e+01  4.50786e+01
79   8  6.94618e+01  0.00000e+00 -4.38265e+03 -4.39890e+03  1.23420e+03  6.20958e+03  2.36836e+09  8.97251e+01  4.51060e+01
80  12  9.86513e+01  0.00000e+00 -4.38293e+03 -4.39909e+03  1.23423e+03  6.20991e+03  2.39834e+09  8.97253e+01  4.51054e+01
81   7  3.07613e+01  0.00000e+00 -4.38209e+03 -4.39369e+03  1.31285e+03  6.20561e+03  2.42832e+09  9.04510e+01  4.50757e+01
82  11  1.10898e+02  0.00000e+00 -4.38304e+03 -4.39851e+03  1.23420e+03  6.20958e+03  2.45830e+09  8.97251e+01  4.51010e+01
83  13  9.19613e+01  0.00000e+00 -4.38464e+03 -4.39833e+03  1.23437e+03  6.21057e+03  2.48828e+09  8.97266e+01  4.50893e+01
84  10  6.94038e+01  0.00000e+00 -4.38353e+03 -4.39738e+03  1.23420e+03  6.20912e+03  2.51825e+09  8.97250e+01  4.50904e+01
85  11  6.00866e+01  0.00000e+00 -4.38453e+03 -4.39658e+03  1.23430e+03  6.20926e+03  2.54823e+09  8.97260e+01  4.50786e+01
86  11  7.63220e+01  0.00000e+00 -4.39018e+03 -4.41135e+03  1.24180e+03  6.22368e+03  2.57821e+09  8.97956e+01  4.51378e+01
87   9  3.91571e+01  0.00000e+00 -4.38876e+03 -4.40603e+03  1.24243e+03  6.21890e+03  2.60819e+09  8.98013e+01  4.51125e+01
88   9  2.82303e+01  0.00000e+00 -4.38132e+03 -4.39367e+03  1.33279e+03  6.20524e+03  2.63817e+09  9.06352e+01  4.50807e+01
89  10  3.29446e+01  0.00000e+00 -4.38135e+03 -4.39430e+03  1.32935e+03  6.20567e+03  2.66815e+09  9.06034e+01  4.50845e+01
90   9  4.87014e+01  0.00000e+00 -4.38338e+03 -4.39124e+03  1.25092e+03  6.20461e+03  2.69813e+09  8.98792e+01  4.50513e+01
91  11  8.14386e+01  0.00000e+00 -4.38314e+03 -4.39702e+03  1.23421e+03  6.20859e+03  2.72811e+09  8.97251e+01  4.50905e+01
92  11  6.25826e+01  0.00000e+00 -4.38438e+03 -4.39743e+03  1.23430e+03  6.20975e+03  2.75809e+09  8.97260e+01  4.50851e+01
93   7  7.09939e+01  0.00000e+00 -4.38361e+03 -4.39782e+03  1.23423e+03  6.20949e+03  2.78807e+09  8.97253e+01  4.50927e+01
94  12  7.62196e+01  0.00000e+00 -4.38471e+03 -4.39760e+03  1.23424e+03  6.21011e+03  2.81805e+09  8.97255e+01  4.50841e+01
95  11  7.15764e+01  0.00000e+00 -4.38394e+03 -4.39662e+03  1.23421e+03  6.20887e+03  2.84803e+09  8.97251e+01  4.50828e+01
96  12  1.06416e+02  0.00000e+00 -4.38338e+03 -4.39779e+03  1.23423e+03  6.20930e+03  2.87801e+09  8.97253e+01  4.50940e+01
97  11  9.59412e+01  0.00000e+00 -4.38405e+03 -4.39795e+03  1.23424e+03  6.20989e+03  2.90799e+09  8.97254e+01  4.50907e+01
98  10  5.66187e+01  0.00000e+00 -4.38261e+03 -4.39781e+03  1.23422e+03  6.20878e+03  2.93796e+09  8.97252e+01  4.50991e+01
99  10  7.86797e+01  0.00000e+00 -4.38760e+03 -4.41055e+03  1.24293e+03  6.22129e+03  2.96794e+09  8.98059e+01  4.51495e+01
100  11  6.52306e+01  0.00000e+00 -4.38386e+03 -4.39653e+03  1.23423e+03  6.20875e+03  2.99792e+09  8.97252e+01  4.50827e+01
101  11  1.03375e+02  0.00000e+00 -4.38836e+03 -4.40965e+03  1.24184e+03  6.22119e+03  3.02790e+09  8.97959e+01  4.51387e+01
102  12  1.01532e+02  0.00000e+00 -4.38294e+03 -4.39938e+03  1.23426e+03  6.21012e+03  3.05788e+09  8.97256e+01  4.51073e+01
103  12  6.00589e+01  0.00000e+00 -4.38447e+03 -4.39720e+03  1.23422e+03  6.20965e+03  3.08786e+09  8.97252e+01  4.50831e+01
